x-axis,1,2
second,Volt,Volt
+499.750000E-06,+1.045339200646E+00,-26.136932895E-03
+499.752500E-06,+1.045339200646E+00,-26.136932895E-03
+499.755000E-06,+1.025238698349E+00,-26.136932895E-03
+499.757500E-06,+1.045339200646E+00,-32.167083584E-03
+499.760000E-06,+1.025238698348E+00,-30.157033354E-03
+499.762500E-06,+1.025238698348E+00,-20.106782206E-03
+499.765000E-06,+1.025238698350E+00,-22.116832435E-03
+499.767500E-06,+1.025238698348E+00,-28.146983124E-03
+499.770000E-06,+1.025238698351E+00,-26.136932896E-03
+499.772500E-06,+1.045339200646E+00,-24.126882664E-03
+499.775000E-06,+1.025238698352E+00,-26.136932895E-03
+499.777500E-06,+1.045339200646E+00,-32.167083584E-03
+499.780000E-06,+1.045339200642E+00,-18.096731976E-03
+499.782500E-06,+1.035288949493E+00,-22.116832437E-03
+499.785000E-06,+1.065439702939E+00,-30.157033352E-03
+499.787500E-06,+1.025238698348E+00,-26.136932895E-03
+499.790000E-06,+1.045339200646E+00,-26.136932895E-03
+499.792500E-06,+1.035288949492E+00,-22.116832435E-03
+499.795000E-06,+1.045339200640E+00,-22.116832435E-03
+499.797500E-06,+1.035288949491E+00,-24.126882664E-03
+499.800000E-06,+1.025238698348E+00,-26.136932892E-03
+499.802500E-06,+1.035288949503E+00,-26.136932895E-03
+499.805000E-06,+1.005138196065E+00,-22.116832436E-03
+499.807500E-06,+1.035288949490E+00,-24.126882666E-03
+499.810000E-06,+1.045339200646E+00,-26.136932893E-03
+499.812500E-06,+1.035288949505E+00,-28.146983123E-03
+499.815000E-06,+1.045339200646E+00,-26.136932896E-03
+499.817500E-06,+1.045339200646E+00,-22.116832438E-03
+499.820000E-06,+1.045339200637E+00,-22.116832433E-03
+499.822500E-06,+1.045339200646E+00,-30.157033354E-03
+499.825000E-06,+1.045339200637E+00,-34.177133812E-03
+499.827500E-06,+1.045339200646E+00,-22.116832435E-03
+499.830000E-06,+1.045339200646E+00,-26.136932893E-03
+499.832500E-06,+1.045339200646E+00,-30.157033350E-03
+499.835000E-06,+1.045339200635E+00,-30.157033354E-03
+499.837500E-06,+1.025238698348E+00,-28.146983122E-03
+499.840000E-06,+1.045339200646E+00,-26.136932892E-03
+499.842500E-06,+1.045339200646E+00,-30.157033354E-03
+499.845000E-06,+1.025238698360E+00,-30.157033354E-03
+499.847500E-06,+1.035288949509E+00,-26.136932895E-03
+499.850000E-06,+1.045339200646E+00,-26.136932897E-03
+499.852500E-06,+1.025238698373E+00,-28.146983122E-03
